date,nav,scheme_code,scheme_name
05-06-2026,105.10700,119551,SBI_BLUECHIP
04-06-2026,104.80950,119551,SBI_BLUECHIP
03-06-2026,104.74960,119551,SBI_BLUECHIP
02-06-2026,104.76630,119551,SBI_BLUECHIP
01-06-2026,104.70250,119551,SBI_BLUECHIP
29-05-2026,104.65700,119551,SBI_BLUECHIP
27-05-2026,104.58330,119551,SBI_BLUECHIP
26-05-2026,104.52690,119551,SBI_BLUECHIP
25-05-2026,104.52150,119551,SBI_BLUECHIP
22-05-2026,104.34670,119551,SBI_BLUECHIP
21-05-2026,104.28500,119551,SBI_BLUECHIP
20-05-2026,104.38260,119551,SBI_BLUECHIP
19-05-2026,104.42160,119551,SBI_BLUECHIP
18-05-2026,104.37910,119551,SBI_BLUECHIP
15-05-2026,104.59680,119551,SBI_BLUECHIP
14-05-2026,104.73180,119551,SBI_BLUECHIP
13-05-2026,104.73710,119551,SBI_BLUECHIP
12-05-2026,104.75850,119551,SBI_BLUECHIP
11-05-2026,104.80530,119551,SBI_BLUECHIP
08-05-2026,104.86960,119551,SBI_BLUECHIP
07-05-2026,104.87620,119551,SBI_BLUECHIP
06-05-2026,104.80430,119551,SBI_BLUECHIP
05-05-2026,104.61660,119551,SBI_BLUECHIP
04-05-2026,104.65440,119551,SBI_BLUECHIP
30-04-2026,104.57060,119551,SBI_BLUECHIP
29-04-2026,104.65940,119551,SBI_BLUECHIP
28-04-2026,104.74280,119551,SBI_BLUECHIP
27-04-2026,104.77710,119551,SBI_BLUECHIP
24-04-2026,104.70910,119551,SBI_BLUECHIP
23-04-2026,104.76520,119551,SBI_BLUECHIP
22-04-2026,104.84730,119551,SBI_BLUECHIP
21-04-2026,104.84700,119551,SBI_BLUECHIP
20-04-2026,104.83690,119551,SBI_BLUECHIP
17-04-2026,104.78210,119551,SBI_BLUECHIP
16-04-2026,104.79590,119551,SBI_BLUECHIP
15-04-2026,104.79010,119551,SBI_BLUECHIP
13-04-2026,104.61130,119551,SBI_BLUECHIP
10-04-2026,104.59560,119551,SBI_BLUECHIP
09-04-2026,104.51500,119551,SBI_BLUECHIP
08-04-2026,104.39190,119551,SBI_BLUECHIP
07-04-2026,103.99180,119551,SBI_BLUECHIP
06-04-2026,103.91420,119551,SBI_BLUECHIP
02-04-2026,103.88130,119551,SBI_BLUECHIP
31-03-2026,104.01160,119551,SBI_BLUECHIP
30-03-2026,103.99210,119551,SBI_BLUECHIP
27-03-2026,103.91020,119551,SBI_BLUECHIP
25-03-2026,103.97130,119551,SBI_BLUECHIP
24-03-2026,103.98160,119551,SBI_BLUECHIP
23-03-2026,110.66250,119551,SBI_BLUECHIP
20-03-2026,110.93520,119551,SBI_BLUECHIP
18-03-2026,110.99850,119551,SBI_BLUECHIP
17-03-2026,110.93160,119551,SBI_BLUECHIP
16-03-2026,110.91590,119551,SBI_BLUECHIP
13-03-2026,110.92870,119551,SBI_BLUECHIP
12-03-2026,110.98980,119551,SBI_BLUECHIP
11-03-2026,111.10720,119551,SBI_BLUECHIP
10-03-2026,111.04840,119551,SBI_BLUECHIP
09-03-2026,110.91930,119551,SBI_BLUECHIP
06-03-2026,111.03950,119551,SBI_BLUECHIP
05-03-2026,111.05340,119551,SBI_BLUECHIP
04-03-2026,110.94990,119551,SBI_BLUECHIP
02-03-2026,111.06530,119551,SBI_BLUECHIP
27-02-2026,111.02610,119551,SBI_BLUECHIP
26-02-2026,111.00690,119551,SBI_BLUECHIP
25-02-2026,110.98260,119551,SBI_BLUECHIP
24-02-2026,110.93940,119551,SBI_BLUECHIP
23-02-2026,110.88290,119551,SBI_BLUECHIP
20-02-2026,110.80700,119551,SBI_BLUECHIP
18-02-2026,110.86130,119551,SBI_BLUECHIP
17-02-2026,110.86820,119551,SBI_BLUECHIP
16-02-2026,110.84090,119551,SBI_BLUECHIP
13-02-2026,110.75840,119551,SBI_BLUECHIP
12-02-2026,110.63090,119551,SBI_BLUECHIP
11-02-2026,110.50560,119551,SBI_BLUECHIP
10-02-2026,110.42930,119551,SBI_BLUECHIP
09-02-2026,110.42330,119551,SBI_BLUECHIP
06-02-2026,110.41730,119551,SBI_BLUECHIP
05-02-2026,110.59850,119551,SBI_BLUECHIP
04-02-2026,110.44770,119551,SBI_BLUECHIP
03-02-2026,110.29600,119551,SBI_BLUECHIP
02-02-2026,110.15370,119551,SBI_BLUECHIP
30-01-2026,110.19030,119551,SBI_BLUECHIP
29-01-2026,110.09220,119551,SBI_BLUECHIP
28-01-2026,110.08550,119551,SBI_BLUECHIP
27-01-2026,110.10780,119551,SBI_BLUECHIP
23-01-2026,110.07660,119551,SBI_BLUECHIP
22-01-2026,110.05390,119551,SBI_BLUECHIP
21-01-2026,109.94380,119551,SBI_BLUECHIP
20-01-2026,109.93850,119551,SBI_BLUECHIP
19-01-2026,109.97420,119551,SBI_BLUECHIP
16-01-2026,110.01070,119551,SBI_BLUECHIP
14-01-2026,110.12860,119551,SBI_BLUECHIP
13-01-2026,110.18780,119551,SBI_BLUECHIP
12-01-2026,110.29740,119551,SBI_BLUECHIP
09-01-2026,110.23270,119551,SBI_BLUECHIP
08-01-2026,110.22180,119551,SBI_BLUECHIP
07-01-2026,110.21750,119551,SBI_BLUECHIP
06-01-2026,110.26470,119551,SBI_BLUECHIP
05-01-2026,110.24980,119551,SBI_BLUECHIP
02-01-2026,110.33330,119551,SBI_BLUECHIP
01-01-2026,110.34930,119551,SBI_BLUECHIP
31-12-2025,110.32120,119551,SBI_BLUECHIP
30-12-2025,110.21760,119551,SBI_BLUECHIP
29-12-2025,110.27990,119551,SBI_BLUECHIP
26-12-2025,110.22470,119551,SBI_BLUECHIP
24-12-2025,110.20790,119551,SBI_BLUECHIP
23-12-2025,109.99540,119551,SBI_BLUECHIP
22-12-2025,110.02410,119551,SBI_BLUECHIP
19-12-2025,110.04030,119551,SBI_BLUECHIP
18-12-2025,110.01950,119551,SBI_BLUECHIP
17-12-2025,110.02660,119551,SBI_BLUECHIP
16-12-2025,110.02610,119551,SBI_BLUECHIP
15-12-2025,109.99440,119551,SBI_BLUECHIP
12-12-2025,110.06520,119551,SBI_BLUECHIP
11-12-2025,110.06090,119551,SBI_BLUECHIP
10-12-2025,110.04660,119551,SBI_BLUECHIP
09-12-2025,110.18520,119551,SBI_BLUECHIP
08-12-2025,110.32990,119551,SBI_BLUECHIP
05-12-2025,110.33730,119551,SBI_BLUECHIP
04-12-2025,110.23500,119551,SBI_BLUECHIP
03-12-2025,110.23620,119551,SBI_BLUECHIP
02-12-2025,110.23490,119551,SBI_BLUECHIP
01-12-2025,110.21100,119551,SBI_BLUECHIP
28-11-2025,110.26150,119551,SBI_BLUECHIP
27-11-2025,110.27430,119551,SBI_BLUECHIP
26-11-2025,110.26580,119551,SBI_BLUECHIP
25-11-2025,110.19240,119551,SBI_BLUECHIP
24-11-2025,110.13220,119551,SBI_BLUECHIP
21-11-2025,110.07080,119551,SBI_BLUECHIP
20-11-2025,110.08820,119551,SBI_BLUECHIP
19-11-2025,110.07710,119551,SBI_BLUECHIP
18-11-2025,110.02050,119551,SBI_BLUECHIP
17-11-2025,109.97560,119551,SBI_BLUECHIP
14-11-2025,109.97250,119551,SBI_BLUECHIP
13-11-2025,109.99070,119551,SBI_BLUECHIP
12-11-2025,109.99470,119551,SBI_BLUECHIP
11-11-2025,109.96100,119551,SBI_BLUECHIP
10-11-2025,109.92500,119551,SBI_BLUECHIP
07-11-2025,109.86090,119551,SBI_BLUECHIP
06-11-2025,109.83370,119551,SBI_BLUECHIP
04-11-2025,109.79410,119551,SBI_BLUECHIP
03-11-2025,109.75480,119551,SBI_BLUECHIP
31-10-2025,109.67680,119551,SBI_BLUECHIP
30-10-2025,109.65210,119551,SBI_BLUECHIP
29-10-2025,109.69340,119551,SBI_BLUECHIP
28-10-2025,109.64040,119551,SBI_BLUECHIP
27-10-2025,109.61250,119551,SBI_BLUECHIP
24-10-2025,109.56730,119551,SBI_BLUECHIP
23-10-2025,109.58170,119551,SBI_BLUECHIP
20-10-2025,109.61550,119551,SBI_BLUECHIP
17-10-2025,109.58440,119551,SBI_BLUECHIP
16-10-2025,109.51310,119551,SBI_BLUECHIP
15-10-2025,109.47540,119551,SBI_BLUECHIP
14-10-2025,109.40880,119551,SBI_BLUECHIP
13-10-2025,109.37630,119551,SBI_BLUECHIP
10-10-2025,109.28520,119551,SBI_BLUECHIP
09-10-2025,109.25970,119551,SBI_BLUECHIP
08-10-2025,109.25240,119551,SBI_BLUECHIP
07-10-2025,109.20450,119551,SBI_BLUECHIP
06-10-2025,109.09260,119551,SBI_BLUECHIP
03-10-2025,108.95910,119551,SBI_BLUECHIP
01-10-2025,108.82850,119551,SBI_BLUECHIP
30-09-2025,108.73970,119551,SBI_BLUECHIP
26-09-2025,108.67020,119551,SBI_BLUECHIP
25-09-2025,108.61700,119551,SBI_BLUECHIP
24-09-2025,108.58590,119551,SBI_BLUECHIP
23-09-2025,108.57080,119551,SBI_BLUECHIP
22-09-2025,108.51310,119551,SBI_BLUECHIP
19-09-2025,108.44280,119551,SBI_BLUECHIP
18-09-2025,108.45520,119551,SBI_BLUECHIP
17-09-2025,108.45380,119551,SBI_BLUECHIP
16-09-2025,108.37870,119551,SBI_BLUECHIP
15-09-2025,108.38020,119551,SBI_BLUECHIP
12-09-2025,108.40060,119551,SBI_BLUECHIP
11-09-2025,108.36900,119551,SBI_BLUECHIP
10-09-2025,108.35740,119551,SBI_BLUECHIP
09-09-2025,108.35190,119551,SBI_BLUECHIP
05-09-2025,108.24500,119551,SBI_BLUECHIP
04-09-2025,108.13790,119551,SBI_BLUECHIP
03-09-2025,108.04710,119551,SBI_BLUECHIP
02-09-2025,108.00880,119551,SBI_BLUECHIP
01-09-2025,108.03730,119551,SBI_BLUECHIP
29-08-2025,108.02970,119551,SBI_BLUECHIP
28-08-2025,108.06600,119551,SBI_BLUECHIP
26-08-2025,107.92660,119551,SBI_BLUECHIP
25-08-2025,108.10370,119551,SBI_BLUECHIP
22-08-2025,108.10960,119551,SBI_BLUECHIP
21-08-2025,108.09850,119551,SBI_BLUECHIP
20-08-2025,108.08990,119551,SBI_BLUECHIP
19-08-2025,108.00830,119551,SBI_BLUECHIP
18-08-2025,108.12710,119551,SBI_BLUECHIP
14-08-2025,108.15430,119551,SBI_BLUECHIP
13-08-2025,107.99010,119551,SBI_BLUECHIP
12-08-2025,108.04900,119551,SBI_BLUECHIP
11-08-2025,108.20180,119551,SBI_BLUECHIP
08-08-2025,108.27260,119551,SBI_BLUECHIP
07-08-2025,108.26110,119551,SBI_BLUECHIP
06-08-2025,108.21530,119551,SBI_BLUECHIP
05-08-2025,108.44120,119551,SBI_BLUECHIP
04-08-2025,108.43550,119551,SBI_BLUECHIP
01-08-2025,108.29520,119551,SBI_BLUECHIP
31-07-2025,108.21670,119551,SBI_BLUECHIP
30-07-2025,108.17570,119551,SBI_BLUECHIP
29-07-2025,108.18280,119551,SBI_BLUECHIP
28-07-2025,108.21930,119551,SBI_BLUECHIP
25-07-2025,108.19820,119551,SBI_BLUECHIP
24-07-2025,108.25730,119551,SBI_BLUECHIP
23-07-2025,108.22770,119551,SBI_BLUECHIP
22-07-2025,108.19790,119551,SBI_BLUECHIP
21-07-2025,108.17290,119551,SBI_BLUECHIP
18-07-2025,108.11610,119551,SBI_BLUECHIP
17-07-2025,108.02720,119551,SBI_BLUECHIP
16-07-2025,107.96580,119551,SBI_BLUECHIP
15-07-2025,107.96200,119551,SBI_BLUECHIP
14-07-2025,107.96170,119551,SBI_BLUECHIP
11-07-2025,107.91250,119551,SBI_BLUECHIP
10-07-2025,107.89280,119551,SBI_BLUECHIP
09-07-2025,107.89240,119551,SBI_BLUECHIP
08-07-2025,107.91980,119551,SBI_BLUECHIP
07-07-2025,107.92430,119551,SBI_BLUECHIP
04-07-2025,107.84660,119551,SBI_BLUECHIP
03-07-2025,107.85520,119551,SBI_BLUECHIP
02-07-2025,107.76770,119551,SBI_BLUECHIP
01-07-2025,107.66240,119551,SBI_BLUECHIP
30-06-2025,107.57670,119551,SBI_BLUECHIP
27-06-2025,107.48780,119551,SBI_BLUECHIP
26-06-2025,107.50110,119551,SBI_BLUECHIP
25-06-2025,107.51100,119551,SBI_BLUECHIP
24-06-2025,107.57330,119551,SBI_BLUECHIP
23-06-2025,107.45770,119551,SBI_BLUECHIP
20-06-2025,107.43840,119551,SBI_BLUECHIP
19-06-2025,107.44650,119551,SBI_BLUECHIP
18-06-2025,107.57160,119551,SBI_BLUECHIP
17-06-2025,107.56440,119551,SBI_BLUECHIP
16-06-2025,107.43870,119551,SBI_BLUECHIP
13-06-2025,107.35750,119551,SBI_BLUECHIP
12-06-2025,107.48250,119551,SBI_BLUECHIP
11-06-2025,107.54390,119551,SBI_BLUECHIP
10-06-2025,107.64210,119551,SBI_BLUECHIP
09-06-2025,107.88600,119551,SBI_BLUECHIP
06-06-2025,108.00920,119551,SBI_BLUECHIP
05-06-2025,107.78120,119551,SBI_BLUECHIP
04-06-2025,107.74690,119551,SBI_BLUECHIP
03-06-2025,107.73450,119551,SBI_BLUECHIP
02-06-2025,107.71030,119551,SBI_BLUECHIP
30-05-2025,107.65700,119551,SBI_BLUECHIP
29-05-2025,107.68830,119551,SBI_BLUECHIP
28-05-2025,107.68220,119551,SBI_BLUECHIP
27-05-2025,107.63290,119551,SBI_BLUECHIP
26-05-2025,107.62180,119551,SBI_BLUECHIP
23-05-2025,107.55340,119551,SBI_BLUECHIP
22-05-2025,107.51930,119551,SBI_BLUECHIP
21-05-2025,107.48780,119551,SBI_BLUECHIP
20-05-2025,107.28670,119551,SBI_BLUECHIP
19-05-2025,107.17660,119551,SBI_BLUECHIP
16-05-2025,107.06880,119551,SBI_BLUECHIP
15-05-2025,106.90550,119551,SBI_BLUECHIP
14-05-2025,106.79010,119551,SBI_BLUECHIP
13-05-2025,106.66610,119551,SBI_BLUECHIP
09-05-2025,106.27890,119551,SBI_BLUECHIP
08-05-2025,106.34660,119551,SBI_BLUECHIP
07-05-2025,106.55850,119551,SBI_BLUECHIP
06-05-2025,106.50850,119551,SBI_BLUECHIP
05-05-2025,106.54510,119551,SBI_BLUECHIP
02-05-2025,106.45730,119551,SBI_BLUECHIP
30-04-2025,106.42720,119551,SBI_BLUECHIP
29-04-2025,106.42310,119551,SBI_BLUECHIP
28-04-2025,106.34220,119551,SBI_BLUECHIP
25-04-2025,106.29280,119551,SBI_BLUECHIP
24-04-2025,106.34310,119551,SBI_BLUECHIP
23-04-2025,106.35570,119551,SBI_BLUECHIP
22-04-2025,106.28670,119551,SBI_BLUECHIP
21-04-2025,106.19590,119551,SBI_BLUECHIP
17-04-2025,106.03930,119551,SBI_BLUECHIP
16-04-2025,105.91380,119551,SBI_BLUECHIP
15-04-2025,105.82560,119551,SBI_BLUECHIP
11-04-2025,105.71660,119551,SBI_BLUECHIP
09-04-2025,105.59500,119551,SBI_BLUECHIP
08-04-2025,105.47980,119551,SBI_BLUECHIP
07-04-2025,105.48950,119551,SBI_BLUECHIP
04-04-2025,105.47310,119551,SBI_BLUECHIP
03-04-2025,105.40700,119551,SBI_BLUECHIP
02-04-2025,105.26930,119551,SBI_BLUECHIP
31-03-2025,104.85170,119551,SBI_BLUECHIP
28-03-2025,104.79800,119551,SBI_BLUECHIP
27-03-2025,104.58870,119551,SBI_BLUECHIP
26-03-2025,104.42750,119551,SBI_BLUECHIP
25-03-2025,104.31520,119551,SBI_BLUECHIP
24-03-2025,104.27110,119551,SBI_BLUECHIP
21-03-2025,104.17870,119551,SBI_BLUECHIP
20-03-2025,104.08510,119551,SBI_BLUECHIP
19-03-2025,103.98430,119551,SBI_BLUECHIP
18-03-2025,103.86850,119551,SBI_BLUECHIP
17-03-2025,103.81830,119551,SBI_BLUECHIP
13-03-2025,103.73140,119551,SBI_BLUECHIP
12-03-2025,103.69370,119551,SBI_BLUECHIP
11-03-2025,103.66330,119551,SBI_BLUECHIP
10-03-2025,103.63180,119551,SBI_BLUECHIP
07-03-2025,103.59320,119551,SBI_BLUECHIP
06-03-2025,103.57700,119551,SBI_BLUECHIP
05-03-2025,103.51560,119551,SBI_BLUECHIP
04-03-2025,103.49610,119551,SBI_BLUECHIP
03-03-2025,103.49150,119551,SBI_BLUECHIP
28-02-2025,103.45420,119551,SBI_BLUECHIP
27-02-2025,103.47500,119551,SBI_BLUECHIP
25-02-2025,103.53110,119551,SBI_BLUECHIP
24-02-2025,103.52300,119551,SBI_BLUECHIP
21-02-2025,103.46060,119551,SBI_BLUECHIP
20-02-2025,103.44730,119551,SBI_BLUECHIP
18-02-2025,103.42800,119551,SBI_BLUECHIP
17-02-2025,103.40240,119551,SBI_BLUECHIP
14-02-2025,103.35870,119551,SBI_BLUECHIP
13-02-2025,103.34130,119551,SBI_BLUECHIP
12-02-2025,103.33270,119551,SBI_BLUECHIP
11-02-2025,103.34910,119551,SBI_BLUECHIP
10-02-2025,103.31190,119551,SBI_BLUECHIP
07-02-2025,103.29830,119551,SBI_BLUECHIP
06-02-2025,103.35570,119551,SBI_BLUECHIP
05-02-2025,103.28870,119551,SBI_BLUECHIP
04-02-2025,103.20960,119551,SBI_BLUECHIP
03-02-2025,103.20790,119551,SBI_BLUECHIP
31-01-2025,103.11940,119551,SBI_BLUECHIP
30-01-2025,103.09950,119551,SBI_BLUECHIP
29-01-2025,103.06310,119551,SBI_BLUECHIP
28-01-2025,103.05510,119551,SBI_BLUECHIP
27-01-2025,103.01910,119551,SBI_BLUECHIP
24-01-2025,102.90000,119551,SBI_BLUECHIP
23-01-2025,102.88280,119551,SBI_BLUECHIP
22-01-2025,102.88200,119551,SBI_BLUECHIP
21-01-2025,102.83300,119551,SBI_BLUECHIP
20-01-2025,102.77220,119551,SBI_BLUECHIP
17-01-2025,102.69710,119551,SBI_BLUECHIP
16-01-2025,102.68460,119551,SBI_BLUECHIP
15-01-2025,102.55470,119551,SBI_BLUECHIP
14-01-2025,102.50670,119551,SBI_BLUECHIP
13-01-2025,102.47900,119551,SBI_BLUECHIP
10-01-2025,102.57880,119551,SBI_BLUECHIP
09-01-2025,102.56690,119551,SBI_BLUECHIP
08-01-2025,102.58420,119551,SBI_BLUECHIP
07-01-2025,102.59420,119551,SBI_BLUECHIP
06-01-2025,102.54280,119551,SBI_BLUECHIP
03-01-2025,102.47340,119551,SBI_BLUECHIP
02-01-2025,102.44110,119551,SBI_BLUECHIP
01-01-2025,102.43730,119551,SBI_BLUECHIP
31-12-2024,102.42610,119551,SBI_BLUECHIP
30-12-2024,102.39350,119551,SBI_BLUECHIP
27-12-2024,102.33770,119551,SBI_BLUECHIP
26-12-2024,102.30570,119551,SBI_BLUECHIP
24-12-2024,102.27600,119551,SBI_BLUECHIP
23-12-2024,102.29710,119551,SBI_BLUECHIP
20-12-2024,102.22990,119551,SBI_BLUECHIP
19-12-2024,102.23190,119551,SBI_BLUECHIP
18-12-2024,102.30510,119551,SBI_BLUECHIP
17-12-2024,102.27880,119551,SBI_BLUECHIP
16-12-2024,108.81760,119551,SBI_BLUECHIP
13-12-2024,108.76540,119551,SBI_BLUECHIP
12-12-2024,108.76000,119551,SBI_BLUECHIP
11-12-2024,108.77140,119551,SBI_BLUECHIP
10-12-2024,108.75120,119551,SBI_BLUECHIP
09-12-2024,108.71240,119551,SBI_BLUECHIP
06-12-2024,108.64920,119551,SBI_BLUECHIP
05-12-2024,108.71270,119551,SBI_BLUECHIP
04-12-2024,108.66520,119551,SBI_BLUECHIP
03-12-2024,108.57720,119551,SBI_BLUECHIP
02-12-2024,108.54700,119551,SBI_BLUECHIP
29-11-2024,108.34810,119551,SBI_BLUECHIP
28-11-2024,108.24800,119551,SBI_BLUECHIP
27-11-2024,108.21860,119551,SBI_BLUECHIP
26-11-2024,108.23400,119551,SBI_BLUECHIP
25-11-2024,108.21990,119551,SBI_BLUECHIP
22-11-2024,108.13010,119551,SBI_BLUECHIP
21-11-2024,108.15470,119551,SBI_BLUECHIP
19-11-2024,108.14590,119551,SBI_BLUECHIP
18-11-2024,108.11440,119551,SBI_BLUECHIP
14-11-2024,108.02650,119551,SBI_BLUECHIP
13-11-2024,108.05130,119551,SBI_BLUECHIP
12-11-2024,108.05340,119551,SBI_BLUECHIP
11-11-2024,108.04570,119551,SBI_BLUECHIP
08-11-2024,107.98840,119551,SBI_BLUECHIP
07-11-2024,107.92370,119551,SBI_BLUECHIP
06-11-2024,107.88790,119551,SBI_BLUECHIP
05-11-2024,107.88740,119551,SBI_BLUECHIP
04-11-2024,107.87390,119551,SBI_BLUECHIP
31-10-2024,107.80150,119551,SBI_BLUECHIP
30-10-2024,107.78810,119551,SBI_BLUECHIP
29-10-2024,107.72500,119551,SBI_BLUECHIP
28-10-2024,107.68610,119551,SBI_BLUECHIP
25-10-2024,107.69090,119551,SBI_BLUECHIP
24-10-2024,107.67400,119551,SBI_BLUECHIP
23-10-2024,107.63360,119551,SBI_BLUECHIP
22-10-2024,107.58690,119551,SBI_BLUECHIP
21-10-2024,107.63570,119551,SBI_BLUECHIP
18-10-2024,107.61580,119551,SBI_BLUECHIP
17-10-2024,107.65030,119551,SBI_BLUECHIP
16-10-2024,107.65350,119551,SBI_BLUECHIP
15-10-2024,107.65340,119551,SBI_BLUECHIP
14-10-2024,107.61860,119551,SBI_BLUECHIP
11-10-2024,107.52650,119551,SBI_BLUECHIP
10-10-2024,107.50400,119551,SBI_BLUECHIP
09-10-2024,107.47720,119551,SBI_BLUECHIP
08-10-2024,107.31260,119551,SBI_BLUECHIP
07-10-2024,107.24870,119551,SBI_BLUECHIP
04-10-2024,107.22570,119551,SBI_BLUECHIP
03-10-2024,107.30760,119551,SBI_BLUECHIP
01-10-2024,107.32370,119551,SBI_BLUECHIP
30-09-2024,107.22500,119551,SBI_BLUECHIP
27-09-2024,107.17690,119551,SBI_BLUECHIP
26-09-2024,107.19660,119551,SBI_BLUECHIP
25-09-2024,107.11260,119551,SBI_BLUECHIP
24-09-2024,107.04660,119551,SBI_BLUECHIP
23-09-2024,107.02370,119551,SBI_BLUECHIP
20-09-2024,106.92900,119551,SBI_BLUECHIP
19-09-2024,106.88090,119551,SBI_BLUECHIP
17-09-2024,106.76390,119551,SBI_BLUECHIP
16-09-2024,106.76230,119551,SBI_BLUECHIP
13-09-2024,106.65730,119551,SBI_BLUECHIP
12-09-2024,106.58270,119551,SBI_BLUECHIP
11-09-2024,106.55120,119551,SBI_BLUECHIP
10-09-2024,106.49020,119551,SBI_BLUECHIP
09-09-2024,106.46670,119551,SBI_BLUECHIP
06-09-2024,106.41460,119551,SBI_BLUECHIP
05-09-2024,106.40590,119551,SBI_BLUECHIP
04-09-2024,106.37540,119551,SBI_BLUECHIP
03-09-2024,106.33290,119551,SBI_BLUECHIP
02-09-2024,106.30540,119551,SBI_BLUECHIP
30-08-2024,106.26680,119551,SBI_BLUECHIP
29-08-2024,106.26480,119551,SBI_BLUECHIP
28-08-2024,106.23650,119551,SBI_BLUECHIP
27-08-2024,106.19530,119551,SBI_BLUECHIP
26-08-2024,106.17030,119551,SBI_BLUECHIP
23-08-2024,106.11270,119551,SBI_BLUECHIP
22-08-2024,106.08580,119551,SBI_BLUECHIP
21-08-2024,106.05180,119551,SBI_BLUECHIP
20-08-2024,106.02520,119551,SBI_BLUECHIP
19-08-2024,105.98180,119551,SBI_BLUECHIP
16-08-2024,105.91160,119551,SBI_BLUECHIP
14-08-2024,105.89430,119551,SBI_BLUECHIP
13-08-2024,105.85320,119551,SBI_BLUECHIP
12-08-2024,105.82620,119551,SBI_BLUECHIP
09-08-2024,105.78610,119551,SBI_BLUECHIP
08-08-2024,105.76370,119551,SBI_BLUECHIP
07-08-2024,105.75490,119551,SBI_BLUECHIP
06-08-2024,105.72530,119551,SBI_BLUECHIP
05-08-2024,105.72620,119551,SBI_BLUECHIP
02-08-2024,105.59090,119551,SBI_BLUECHIP
01-08-2024,105.54550,119551,SBI_BLUECHIP
31-07-2024,105.51090,119551,SBI_BLUECHIP
30-07-2024,105.50940,119551,SBI_BLUECHIP
29-07-2024,105.51190,119551,SBI_BLUECHIP
26-07-2024,105.41350,119551,SBI_BLUECHIP
25-07-2024,105.34080,119551,SBI_BLUECHIP
24-07-2024,105.25950,119551,SBI_BLUECHIP
23-07-2024,105.22530,119551,SBI_BLUECHIP
22-07-2024,105.22300,119551,SBI_BLUECHIP
19-07-2024,105.17580,119551,SBI_BLUECHIP
18-07-2024,105.14520,119551,SBI_BLUECHIP
16-07-2024,105.08550,119551,SBI_BLUECHIP
15-07-2024,105.01510,119551,SBI_BLUECHIP
12-07-2024,104.92920,119551,SBI_BLUECHIP
11-07-2024,104.92270,119551,SBI_BLUECHIP
10-07-2024,104.90090,119551,SBI_BLUECHIP
09-07-2024,104.87610,119551,SBI_BLUECHIP
